10	250
3169780	37	5438769	7
3180237	10	4861659	3
3180237	10	4423549	23
3180237	13	4990126	19
3180325	10	3347140	2
3180325	1	4083737	9
3180325	12	5592004	18
3180325	12	4644635	6
3180325	1	3834158	14
3180325	12	3834158	20
3203733	91	4626694	19
3203733	78	5478140	4
3203733	17	4936479	46
3203733	22	3511864	3
3210677	12	3821465	7
3210677	12	5103952	16
3210677	22	3262524	3
3216273	2	3879977	19
3216273	6	3653572	23
3216273	10	4861659	15
3216273	6	4697554	17
3219778	35	3303116	11
3219778	35	4565194	30
3219778	60	4187510	4
3222942	9	4626694	15
3222942	9	3312554	21
3222942	26	4474577	16
3222942	26	4572322	19
3222942	26	5486964	11
3222942	26	3333557	28
3224117	31	5478140	15
3224117	35	3700767	8
3226241	8	4100053	17
3239653	23	3333977	12
3239653	6	4221139	3
3239653	6	3847911	4
3239653	6	6121003	17
3239653	23	3964350	49
3239653	6	3543122	1
3239653	23	4266506	8
3262524	12	4990126	1
3262524	15	4718905	34
3262524	4	4045867	5
3262524	12	3653572	28
3265508	7	5630205	19
3265508	7	3311731	1
3274388	17	6317420	29
3274388	30	4936479	18
3274388	23	4371004	11
3274388	1	4266506	8
3274388	15	4936479	20
3303074	50	3331263	22
3303074	38	3346010	4
3303116	11	5307554	22
3303116	34	3354583	14
3305207	8	5928307	8
3311731	1	4644635	11
3311731	1	4546107	15
3312554	8	4718905	34
3331263	22	3354583	18
3333183	65	3821465	7
3333183	23	3511864	3
3333183	55	4004412	12
3333545	16	3834158	10
3333557	28	5070789	11
3333557	28	4990557	18
3333557	28	5592004	18
3333557	28	4572322	10
3333977	12	5586718	3
3333977	12	4697554	17
3346010	4	4422265	26
3347140	4	5478140	12
3354583	8	4903197	11
3375229	33	4718905	34
3375229	33	3543122	19
3375229	6	3666718	14
3375229	6	3568326	8
3375229	17	3653572	15
3392344	14	3982894	8
3392344	8	3700767	8
3392344	3	3550939	91
3441152	16	6121003	31
3441152	16	4718905	34
3453478	31	4168892	12
3511864	2	3821465	7
3511864	2	3847911	19
3543122	13	5307554	20
3543122	30	4861659	3
3543122	27	4658287	15
3550939	91	5592004	18
3568326	18	4474577	21
3568326	18	5630205	4
3568326	18	4572322	19
3568326	8	5997749	15
3568326	8	3598507	11
3568326	8	6121003	17
3593112	5	4572322	19
3593112	3	5655015	1
3593112	14	5438769	7
3593112	3	5629608	10
3598507	11	4448255	14
3598507	11	4363050	10
3598507	11	3700767	8
3620810	17	4586797	11
3653572	17	4474577	21
3666718	12	3732465	1
3666718	8	3964350	36
3666718	12	3819615	1
3666718	8	4423549	23
3687570	1	4137140	30
3687570	1	4221139	3
3700767	8	4535518	13
3700767	8	4936479	2
3729721	73	5438769	7
3732465	1	5629608	15
3819615	4	4137140	25
3821465	7	4718905	10
3821465	7	5997749	15
3821465	7	5070789	3
3821465	7	4363050	10
3834158	10	3879977	19
3834158	14	3876919	19
3847911	11	4187510	26
3847911	19	5553911	23
3876919	19	5630205	2
3879977	31	4474577	39
3964350	54	4474577	26
3982894	8	4535518	31
3982894	12	5307554	13
4004412	12	4718905	34
4083737	9	4546107	15
4137140	24	6432391	39
4168892	14	4990557	25
4168892	12	4266506	8
4187510	25	5630205	19
4221139	13	5478140	18
4221139	3	5592004	18
4266506	12	5486964	11
4363050	10	4546107	4
4363050	10	5478140	15
4363050	10	4626694	19
4371004	25	5070789	11
4423549	23	4990126	33
4448255	8	4565194	23
4448255	24	4936479	21
4474577	21	5070789	12
4535518	12	5997749	15
4535518	27	6432391	12
4535518	30	4572322	15
4535518	27	4883718	25
4546107	15	4883718	25
4572322	20	4861659	15
4572322	15	4990557	19
4626694	14	5629608	10
4626694	14	4903197	2
4644635	15	6317420	23
4697554	17	5630205	4
4718905	4	5070789	25
4861659	15	5997749	15
4936479	34	5592004	18
4936479	2	6432391	24
4990126	13	5630205	2
4990557	25	5630205	19
5070789	8	5553911	27
5486964	11	5586718	5
5629608	10	5630205	3
5997749	7	6317420	29
6121003	31	6432391	24
2933163	23	38
2933163	23	24
2933163	1	23
2933757	7	22
2933757	7	35
2933757	22	35
2934314	46	52
2934314	46	65
2946800	11	12
2946800	11	23
2946800	12	23
2946860	2	45
2946860	24	41
2965079	31	173
2965079	75	151
2965079	94	133
2965079	70	99
2965079	69	75
2965079	55	161
2978540	9	38
2978540	9	53
2978540	31	38
2995525	6	25
2995525	6	11
2995525	11	25
2998321	22	24
3001222	4	14
3001222	43	47
3001222	25	38
3001222	4	15
3001222	38	51
3034087	1	18
3038454	16	30
3038454	10	16
3038454	10	25
3045547	24	40
3045547	22	40
3058533	9	16
3060378	2	3
3060378	3	10
3072529	5	13
3073670	14	16
3078932	13	76
3078932	52	89
3078932	13	52
3094377	14	15
3094377	3	21
3096944	2	7
3096944	7	14
3103226	14	15
3112131	19	33
3112131	19	20
3131124	18	27
3131124	18	21
3143506	11	13
3143506	18	47
3152330	8	15
3152605	17	26
3152605	22	26
3167372	52	56
3167372	38	56
3167372	7	41
3167372	41	52
3167372	7	52
3167372	7	56
3195032	12	13
3195032	12	16
3195032	13	16
3206118	91	111
3206118	45	125
3206118	54	91
3220578	22	42
3220578	26	42
3229685	52	60
3229685	60	72
3229685	8	72
3240202	15	21
3240202	6	15
3241167	6	21
3241167	6	16
3241167	16	21
3289599	20	22
3290049	2	22
3338776	26	29
3349100	1	12
3349100	1	4
3371502	8	21
3385431	10	11
3388331	4	6
3389267	9	17
3404934	5	22
3405146	27	75
3405146	1	30
3405146	1	9
3461570	1	21
3480347	7	16
3515754	2	9
3545397	11	18
3583022	6	23
3597090	7	35
3597090	7	9
3597090	8	21
3597090	7	8
3597090	27	35
3609965	19	74
3609965	19	64
3609965	11	74
3609965	16	74
3610351	1	15
3614913	53	57
3614913	50	63
3614913	48	61
3614913	42	50
3633758	3	26
3633758	13	26
3633758	3	13
3733434	6	20
3733434	11	20
3775885	10	14
3775885	4	10
3775885	4	14
3812858	50	64
3812858	3	34
3812858	28	49
3812858	34	64
3841486	15	25
3842480	25	36
3842480	21	36
3842480	11	21
3842480	29	56
3842480	25	58
3842480	21	56
3842480	34	49
3842480	11	45
3842480	45	49
3857608	9	13
3857893	13	19
3857893	19	22
3857893	13	22
3862073	9	30
3863781	9	20
3869087	5	41
3869087	5	20
3869087	13	30
3869087	18	30
3869087	3	5
3869087	13	41
3869087	18	36
3902369	15	43
3902369	2	17
3902369	17	36
3902369	2	11
3903448	30	52
3903448	52	77
3903448	23	64
3903448	8	23
3903448	52	60
3903448	16	79
3918709	7	19
3918709	35	40
3918709	19	35
3920288	39	65
3920288	37	51
3920288	6	8
3920288	46	65
3998859	4	21
4075380	15	54
4075380	45	49
4083302	15	38
4083302	12	14
4083302	15	42
4083302	14	38
4083302	11	42
4083302	4	14
4090020	6	23
4090020	2	15
4090020	6	15
4103692	2	6
4103692	1	2
4103692	1	6
4114194	3	7
4114194	7	24
4132843	3	18
4183917	3	43
4183917	3	38
4183917	3	41
4183917	20	41
4314368	3	10
4314368	3	7
4314368	7	10
4314368	1	10
4366054	4	13
4366054	3	10
4378215	7	16
4378215	5	16
4401897	4	13
4442319	33	36
4442319	19	24
4442319	33	37
4442319	6	37
4442319	24	33
4459426	17	19
4459426	4	12
4477072	6	15
4479375	4	11
4513469	25	38
4513469	11	23
4536310	7	12
4545833	8	13
4545833	13	15
4570220	1	33
4570220	34	48
4570220	26	48
4570220	26	34
4582999	13	19
4681922	9	22
4701008	3	27
4701008	21	30
4701008	7	58
4701008	36	78
4705288	10	26
4705288	10	19
4705288	19	26
4740006	3	6
4832920	4	60
4832920	47	72
4832920	27	69
4832920	49	73
4898323	17	45
4898323	16	67
4898323	23	30
4898323	16	45
5191227	16	23
5197836	6	11
5197836	19	26
5197836	6	19
5197836	11	26
5197836	6	21
5306079	6	10
5308070	18	26
5308070	17	18
5360404	10	33
5360404	8	10
5360404	3	10
5360404	1	8
5445402	8	9
5498592	5	28
5498592	5	23
5702934	3	21
5702934	3	5
2933163	24	4398262	3
2933163	23	3404934	5
2933163	38	3073670	14
2933163	1	3122006	17
2933163	24	3842480	11
2933163	24	2995525	25
2933757	22	2934314	110
2933757	22	3034087	65
2933757	7	3152330	13
2934314	65	4093715	12
2934314	126	3659465	27
2934314	73	3389267	10
2946800	12	3944583	7
2946800	11	3055349	10
2946860	56	3001222	25
2946860	19	4183917	41
2946860	41	4545833	15
2965079	112	4314368	10
2965079	112	5702934	24
2965079	93	3229685	60
2978540	57	5191227	16
2978540	53	4252139	2
2978540	31	3583022	6
2978540	31	4740006	3
2978540	38	3060378	20
2978540	38	3112131	20
2995525	25	4132843	3
2995525	25	4495217	15
2995525	6	4477072	15
2995525	11	4536310	12
2996220	21	3902369	2
2996220	21	5702934	5
2996220	21	4401897	4
2996220	21	4166787	22
2998321	24	3122006	17
2998321	22	3950623	16
3001222	38	4083302	11
3001222	14	3998859	21
3001222	38	4582999	17
3001222	51	3837388	13
3001222	1	3103226	14
3001222	4	3869087	36
3001222	1	3842480	45
3007480	1	3404934	22
3007480	1	3073670	6
3007480	1	3597090	27
3007480	1	3388331	6
3007480	1	4740006	6
3007480	1	3055349	10
3028348	2	4075380	45
3028348	2	3842480	56
3028348	2	3733434	11
3028348	2	3610351	15
3028348	2	3882632	1
3028348	2	3193774	5
3034087	23	4252139	2
3038454	16	3073670	14
3038454	25	3842480	25
3038454	16	4681922	9
3038454	30	4252139	2
3038454	30	3338776	29
3038454	25	4740006	6
3038454	10	3659465	4
3038454	10	3515754	2
3045547	22	4681922	22
3045547	25	4513469	25
3045547	25	3857608	9
3045547	25	3659465	27
3055349	10	3480347	16
3055349	10	4495217	15
3058533	9	3597090	8
3058533	9	3122006	17
3058533	9	3216157	4
3060378	10	4442319	24
3072529	5	4252139	2
3072529	5	3461570	21
3072529	13	4582999	13
3072529	13	3206118	6
3073670	6	3075157	16
3073670	14	3195032	16
3075157	16	3338776	21
3078932	76	4477072	15
3078932	76	3545841	9
3078932	94	4378215	7
3078932	13	3103226	14
3087405	4	3112131	19
3087405	4	4083302	4
3094377	11	4832920	72
3094377	11	4398262	3
3094377	15	3950623	16
3094377	15	3812858	28
3094377	21	5104893	22
3096944	14	3857893	13
3096944	7	4314368	7
3096944	14	3290049	22
3096944	2	4570220	37
3103226	15	4083302	14
3103226	15	5702934	5
3103226	14	4832920	63
3103226	14	3388331	6
3103226	15	4398262	3
3112131	2	3902369	17
3112131	19	4740006	3
3122006	17	5445402	9
3122006	17	3610351	1
3131124	18	4132843	18
3131124	21	3216157	4
3131124	21	4366054	3
3143506	47	4401897	13
3143506	47	3289599	22
3143506	18	3862073	27
3152330	8	3863781	9
3152330	13	4083302	15
3152330	8	3862073	30
3152330	15	4090020	6
3152605	17	3290049	2
3152605	17	3290049	22
3152605	26	4832920	4
3152605	11	4401897	4
3167372	56	3597090	8
3167372	7	4832920	27
3193774	5	3841486	15
3193774	5	3371502	21
3193774	5	3480347	7
3193774	5	4495217	15
3193774	5	3229685	72
3195032	13	3405146	30
3195032	16	4570220	1
3206118	111	4378215	5
3216157	4	3290049	2
3216157	4	3842480	45
3220578	26	3461570	21
3220578	24	3241167	21
3220578	42	5197836	6
3220578	24	4292045	7
3220578	24	3371502	21
3229685	46	3841486	25
3229685	72	3610351	15
3229685	19	4545833	15
3229685	19	3812858	3
3240202	15	4570220	48
3240202	15	4442319	36
3240202	16	5104893	22
3241167	16	3882632	24
3241167	16	3614913	63
3241167	16	3659465	27
3241167	16	3597090	27
3290049	22	4898323	23
3290049	22	3609965	47
3290049	22	4495217	15
3290049	2	5702934	21
3338776	26	4513469	11
3338776	21	4733211	11
3338776	21	5702934	24
3338776	29	3609965	19
3338776	26	4898323	45
3338776	21	5498592	23
3349100	4	4075380	54
3349100	12	3461570	21
3371502	8	5191227	11
3371502	8	5197836	11
3371502	8	3841486	15
3385431	10	3863781	20
3385431	8	4090020	15
3385431	11	4898323	45
3385431	8	3614913	42
3388331	6	3583022	6
3389267	17	3633758	26
3389267	10	4545833	15
3404934	22	3583022	6
3404934	22	4705288	19
3404934	5	4103692	2
3404934	22	5702934	21
3461570	23	4314368	10
3480347	7	4740006	6
3480347	16	4832920	4
3515754	9	4479375	4
3515754	2	4183917	43
3545397	18	4093715	12
3545397	11	6249350	9
3545397	11	4442319	37
3545841	9	4536310	7
3583022	6	4915385	21
3583022	23	3903448	60
3597090	7	4114194	24
3609965	74	4401897	13
3609965	47	4915385	21
3609965	16	4075380	15
3614913	49	4314368	3
3633758	3	6249350	9
3633758	26	3857608	9
3633758	26	4898323	17
3659465	27	3869087	18
3659465	4	3918709	33
3733434	11	4378215	16
3733434	11	4090020	2
3812858	28	4314368	7
3812858	13	4681922	22
3837388	13	4401897	4
3837388	13	4398262	3
3857893	19	4701008	43
3857893	22	4915385	21
3862073	27	3882632	1
3862073	30	4090020	15
3862073	30	3918709	7
3862073	9	3918709	33
3863781	20	4740006	6
3863781	9	5308070	26
3863781	9	5702934	10
3863781	9	4898323	17
3882632	24	3902369	17
3902369	43	4495217	15
3902369	43	4477072	15
3902369	15	4705288	10
3902369	15	5308070	26
3902369	36	5360404	8
3903448	64	4442319	6
3920288	51	4898323	17
3950623	16	4366054	3
3950623	16	4378215	5
3950623	16	4075380	54
3998859	4	4183917	20
3998859	4	4898323	30
4083302	12	4166787	22
4090020	4	4378215	9
4103692	6	4314368	7
4132843	3	4378215	5
4132843	18	4378215	7
4166787	22	5306079	10
4252139	2	4915385	21
4252139	2	5360404	3
4292045	7	5498592	28
4292045	7	6249350	9
4398262	3	4701008	7
4442319	36	4570220	34
4442319	33	4513469	32
4442319	37	5104893	22
4442319	19	4705288	10
4479375	4	4513469	38
4495217	15	4582999	13
4513469	23	4681922	22
4536310	12	4898323	17
4545833	13	4570220	48
4545833	15	5191227	16
4545833	13	5306079	6
4570220	33	6249350	9
4740006	3	4898323	45
4898323	16	5702934	21
5197836	33	5702934	24
5498592	23	6249350	9
2942417	9	17
2943468	6	21
2943468	3	15
2943468	6	25
2943468	6	15
2943468	3	25
2955947	16	17
2955947	14	17
2955947	4	17
2966708	1	14
2981724	3	15
2981724	3	8
2996574	2	27
3034629	7	22
3034629	16	26
3034629	22	26
3034629	7	26
3062625	8	26
3062625	26	31
3062625	8	22
3072243	1	10
3072243	7	10
3073428	10	14
3073947	3	7
3073947	7	31
3082287	10	14
3082409	24	27
3082409	27	34
3082409	23	24
3082409	14	24
3082409	24	34
3126001	1	10
3127051	21	23
3127051	11	21
3141312	4	8
3141312	2	14
3148185	8	17
3148185	2	27
3148185	8	27
3148185	2	8
3148185	17	27
3158751	6	13
3158751	6	8
3158974	4	22
3158974	13	22
3158974	13	17
3158974	4	13
3160752	4	26
3160752	26	33
3160752	11	26
3214372	11	26
3226899	7	12
3240293	12	13
3251250	9	29
3251250	1	9
3257161	10	12
3257161	2	10
3257161	12	14
3257161	2	12
3265065	9	31
3265065	8	9
3265065	22	29
3265065	8	29
3280437	6	12
3287038	4	10
3287038	18	20
3300004	10	13
3331125	1	17
3331125	1	28
3331125	14	28
3331125	17	28
3347097	12	14
3355558	10	14
3355558	14	31
3355558	3	31
3355558	10	31
3355558	3	10
3355558	3	14
3361199	22	31
3398631	26	27
3399027	4	26
3399027	4	30
3399027	17	30
3435139	4	8
3435139	8	19
3435139	4	19
3467148	2	9
3470753	20	86
3470753	34	62
3470753	57	68
3470753	58	68
3470753	13	86
3470753	20	64
3470753	20	34
3470753	13	58
3495777	4	29
3531232	16	22
3531232	4	13
3531232	4	22
3531232	13	16
3580041	15	42
3580041	23	34
3580041	16	23
3599667	22	40
3599667	17	22
3610998	16	35
3610998	23	35
3610998	10	16
3610998	35	57
3610998	5	57
3628491	17	20
3632976	15	19
3654217	14	17
3654217	1	14
3664340	4	7
3664340	6	7
3664340	4	13
3664340	4	6
3733589	10	12
3733589	2	10
3733589	2	12
3746525	23	25
3746525	2	32
3746525	9	19
3785503	12	19
3785503	6	20
3785503	2	19
3785503	2	12
3785503	6	12
3788418	59	84
3792872	2	6
3794974	4	25
3794974	4	36
3794974	4	10
3794974	4	42
3794974	36	42
3839028	8	16
3839028	1	12
3839028	1	16
3839028	2	8
3839028	1	2
3839028	2	12
3839028	8	12
3860454	13	17
3860454	13	26
3860454	11	13
3876337	3	5
3876337	5	9
3876337	3	4
3876337	4	12
3876337	4	5
3909894	1	9
3909894	9	12
3912822	3	5
3912822	5	9
3912822	8	16
3912822	9	16
3912910	1	25
3918236	4	25
3930178	3	11
3930178	3	19
3930178	11	20
3940524	3	9
3950210	7	28
3950210	7	16
3950210	16	28
4004628	11	21
4004628	2	47
4004628	11	18
4004628	2	42
4004628	21	51
4004628	47	51
4004628	11	47
4004628	2	18
4032297	12	30
4032297	12	18
4032297	18	21
4032297	18	30
4039514	8	14
4098557	8	17
4098557	4	17
4125561	1	35
4134911	1	7
4164873	1	12
4164873	1	14
4164873	12	14
4164873	14	18
4164873	12	18
4178979	14	20
4304014	6	12
4313845	9	23
4313845	23	37
4313845	3	37
4313845	9	37
4313845	3	23
4449941	4	17
4449941	7	17
4449941	1	7
4449941	4	7
4449941	1	17
4508994	17	27
4508994	12	27
4547592	7	11
4585643	18	26
4585643	5	18
4585643	3	13
4678782	14	18
4678782	4	13
4678782	13	18
4678782	4	18
4682545	21	39
4682545	19	32
4682545	11	28
4682545	12	21
4682545	11	17
4682545	11	40
4682545	39	40
4804343	22	44
4804343	44	49
4877258	19	22
4893225	26	44
4893225	31	43
4893225	5	26
4978948	11	15
5037351	16	26
5106460	2	14
5106460	6	14
5106460	6	7
5106460	7	14
5194953	3	9
5208973	5	17
5208973	5	16
5208973	2	17
5256067	9	43
5256067	11	43
5256067	2	38
5256067	11	38
5256067	6	11
5476978	9	36
5476978	28	36
5562809	7	16
5847762	10	15
5847762	8	10
5942362	84	93
5942362	80	84
5942362	35	93
5942362	35	84
6002497	3	7
6079503	7	10
6079503	10	17
2942417	17	4877258	22
2943468	25	5280381	11
2943468	15	3082287	14
2943468	15	3361199	31
2943468	21	4804343	55
2955947	4	3300004	10
2955947	16	5847762	15
2955947	14	3024712	16
2955947	16	3214372	26
2955947	16	4364670	11
2959299	25	3141312	2
2966708	1	3331125	28
2966708	14	3331125	1
2966708	1	3287038	4
2966708	1	3300004	10
2981724	8	3794974	4
2981724	3	3355558	31
2981724	3	3860454	11
2981724	8	3467148	2
2981724	3	5106460	14
2981724	8	5664432	19
2996574	2	3839028	1
2996574	27	4748456	17
2996574	27	3287038	10
2999515	5	4161712	10
3024712	16	6304911	12
3024712	30	4978948	15
3024712	16	3584006	3
3024712	24	3082409	24
3024712	16	3240293	13
3024712	30	4941095	1
3024712	24	3265065	29
3034629	26	3822892	1
3034629	26	3226899	12
3034629	22	3909894	9
3034629	26	3331125	28
3062625	26	4164873	1
3062625	8	4557349	2
3072243	7	4794166	1
3072243	1	5208973	17
3072243	10	3399027	16
3073428	10	3251250	1
3073428	14	4561627	6
3073428	14	3721069	17
3073428	10	3628491	20
3073428	10	4461361	7
3073428	10	5106460	7
3073947	31	6002497	3
3073947	7	5208973	3
3073947	31	3876337	9
3073947	3	5280381	11
3082287	10	3912822	8
3082287	10	3918236	25
3082287	14	3141312	8
3082409	34	3909894	1
3082409	23	3506828	24
3083571	20	3610078	11
3083571	20	3287038	18
3083571	3	3214372	11
3083571	3	3664340	4
3083571	3	3470753	57
3083571	20	4478211	21
3083571	20	3654217	1
3126606	23	3715793	6
3126606	23	4039514	14
3127051	29	3733589	2
3127051	21	3158751	6
3127051	23	3580041	15
3127051	21	3467148	9
3141312	4	5476978	36
3141312	2	3158751	13
3141312	14	5208973	2
3141312	14	4748456	17
3141312	2	3531232	22
3141312	14	3257161	12
3148185	17	4557349	2
3148185	2	5194953	9
3158751	6	3470753	68
3158751	8	5256067	11
3158974	22	3584006	3
3158974	4	3746525	9
3158974	22	3531232	16
3158974	13	5208973	3
3158974	4	3940524	3
3158974	4	3860454	17
3158974	22	3822892	1
3158974	22	4461361	7
3158974	22	3226899	7
3158974	17	6304911	12
3160752	4	3361199	31
3160752	35	3467148	9
3160752	35	4004628	18
3160752	26	5052472	22
3214372	11	3398631	26
3214372	26	4134911	7
3214372	11	4364670	11
3214372	11	3287038	20
3226899	7	3251250	29
3226899	12	3930178	19
3236159	28	4125561	24
3236159	28	3251250	9
3240293	12	4098557	8
3240293	12	4508994	17
3251250	9	4304014	12
3257161	12	4893225	37
3257161	10	3930178	20
3257161	2	3470753	64
3257161	12	4978948	11
3265065	29	3332017	17
3265065	22	4098557	4
3265065	22	5194953	3
3265065	9	3876337	12
3265065	8	3580041	1
3280437	6	5847762	8
3287038	18	5942362	35
3287038	20	6079503	10
3287038	4	5194953	18
3300004	13	6304911	12
3300004	13	5194953	18
3331125	28	4304014	12
3331125	17	3876337	3
3331486	9	4039514	14
3331486	9	5562809	16
3332017	17	4164873	14
3347097	12	3495777	27
3347097	12	6079503	10
3347097	12	4004628	18
3347097	14	3632976	15
3347097	14	3470753	64
3355558	10	4508994	12
3355558	14	4032297	30
3355558	31	5194953	18
3355558	31	5208973	5
3361199	31	3531232	16
3361199	22	4478211	21
3388503	7	3654217	17
3388503	7	4313845	9
3388503	7	4049948	1
3388503	7	3940524	9
3388503	7	4557349	2
3398631	26	5037351	26
3398631	27	5256067	9
3398631	27	3721069	17
3398631	26	3506828	24
3399027	16	3654217	1
3399027	22	3721069	17
3435139	4	3470753	13
3435139	19	3580041	2
3435139	8	3794974	33
3467148	9	5664432	19
3467148	2	4804343	22
3467148	9	3792872	2
3467148	2	4049948	1
3470753	20	4748456	17
3470753	25	6039617	19
3470753	20	4941095	1
3495777	48	3632976	15
3495777	41	3794974	10
3495777	18	4678782	14
3495777	29	4449941	17
3506828	24	5562809	16
3531232	16	3721069	17
3531232	4	4098557	8
3531232	16	3584006	3
3531232	4	4941095	1
3531232	4	3580041	16
3580041	15	4794166	1
3580041	15	3733589	12
3580041	15	3632976	15
3584006	3	3664340	4
3584006	3	4547592	7
3599667	17	3792872	6
3599667	22	3940524	9
3610078	11	4794166	1
3610078	11	3654217	1
3610078	11	3785503	2
3628491	17	5942362	84
3628491	20	4557349	2
3628491	17	3794974	33
3628491	20	3912822	5
3632976	19	4164873	14
3632976	15	4032297	12
3654217	1	3950210	16
3654217	14	5847762	8
3664340	4	5942362	80
3721069	17	4461361	7
3733589	10	4478211	21
3746525	32	3912910	25
3746525	32	6002497	7
3746525	23	4039514	14
3785503	19	3794974	42
3785503	2	4049948	1
3785503	12	3876337	9
3785503	12	4049948	1
3785503	2	4098557	17
3788418	53	6039617	19
3792872	2	4134911	7
3792872	2	5256067	2
3794974	25	5037351	16
3822892	1	4032297	21
3822892	1	4978948	15
3822892	1	5847762	10
3822892	1	5256067	2
3839028	2	5476978	36
3860454	13	3912822	16
3860454	13	5052472	22
3860454	13	3876337	3
3876337	9	4678782	18
3876337	9	3909894	9
3876337	3	3932834	11
3876337	5	4794166	1
3909894	9	4478211	21
3912822	8	4678782	4
3912822	9	6002497	7
3912910	1	4223899	5
3918236	25	4678782	13
3918236	22	4893225	44
3918236	22	4164873	1
3930178	19	4313845	9
3930178	19	4223899	5
3932834	11	4161712	10
4004628	47	4134911	7
4004628	47	6002497	3
4032297	12	4161712	10
4098557	4	5106460	7
4134911	1	5194953	9
4161712	10	4678782	4
4223899	5	5942362	84
4304014	12	5194953	3
4304014	12	4364670	11
4313845	23	6062003	2
4313845	3	5942362	93
4364670	11	4557349	2
4364670	11	6304911	12
4449941	7	4804343	22
4449941	1	5208973	17
4449941	17	4547592	11
4461361	7	4585643	18
4547592	11	4561627	6
4557349	2	6039617	19
4561627	6	4941095	1
4678782	14	4941095	1
4748456	17	4978948	11
4794166	1	4804343	49
4804343	22	4877258	19
4804343	49	6002497	3
4893225	44	5562809	12
4978948	15	5256067	38
5052472	22	5942362	80
5256067	13	5664432	19
2937132	2	14
2942487	1	14
2942487	2	14
2951481	2	10
2951481	2	9
2951481	9	10
2953664	14	16
2958549	9	11
2958549	6	12
2965271	13	22
2966102	51	55
2969725	19	36
2969725	2	19
2974788	12	21
2974788	3	16
2976716	37	55
2976716	34	40
2976716	36	55
2976716	34	44
2978873	22	26
2978873	4	22
2978873	4	26
2988609	2	54
2988609	39	50
2988609	2	39
2988609	22	54
2988609	2	50
2999419	1	15
3008065	5	8
3016021	12	25
3016021	12	36
3016021	25	36
3018185	17	27
3018185	1	68
3024995	1	12
3024995	1	7
3028129	1	13
3028129	13	18
3028129	1	18
3037833	13	36
3037833	9	36
3037833	9	66
3037833	9	13
3041648	9	19
3041648	6	8
3041648	2	6
3041648	9	22
3057402	5	6
3103457	51	70
3103457	8	48
3117836	35	39
3117836	17	32
3117836	25	39
3148203	24	25
3148203	26	36
3183762	3	24
3187320	9	13
3208215	1	15
3208215	1	10
3208215	10	15
3211360	14	26
3211360	14	20
3220499	5	7
3241371	11	32
3241371	6	32
3260333	9	15
3272417	4	13
3272417	4	5
3272417	4	26
3272417	5	13
3272417	3	26
3289900	28	31
3341101	2	11
3374849	4	16
3374849	16	18
3408336	9	21
3408336	1	35
3408336	21	35
3408336	2	23
3408336	21	23
3409535	17	58
3409535	68	78
3409535	7	68
3413127	2	46
3413127	15	25
3427195	5	6
3427195	1	6
3444884	10	15
3444884	10	12
3446691	2	15
3471005	10	12
3485845	15	19
3489819	1	7
3489819	18	24
3489824	10	12
3499448	1	19
3499448	5	34
3499448	1	34
3499448	19	37
3500398	12	16
3500398	26	49
3500398	16	26
3500398	14	49
3586035	3	37
3586035	3	20
3586035	19	37
3590487	7	35
3590487	7	12
3595501	146	248
3595501	32	218
3595501	156	213
3595501	206	218
3624302	40	44
3624302	9	36
3624302	35	40
3624302	20	44
3624302	20	37
3625065	1	4
3625065	1	22
3625065	1	3
3625065	4	22
3644280	2	12
3682083	11	19
3725828	13	21
3747914	37	92
3747914	31	92
3801884	1	12
3919369	2	11
3919369	2	4
3927701	44	45
3946231	9	12
3949170	8	12
3949170	9	24
3949170	20	24
3956954	9	16
3956954	16	23
3956954	5	23
3956954	9	29
3956954	1	29
3986145	7	10
3986145	7	18
3994408	27	66
3994408	27	59
3994408	4	59
4047015	16	18
4065744	7	17
4097598	7	12
4164659	16	27
4164659	4	16
4164659	13	21
4164659	21	27
4164659	16	21
4263992	23	32
4263992	2	23
4263992	11	35
4263992	23	26
4268157	13	29
4268157	20	29
4268157	20	22
4274281	1	17
4274281	1	9
4356583	13	26
4356583	7	15
4356583	13	27
4356583	15	27
4356583	13	15
4391099	25	34
4391099	1	8
4436641	2	12
4460267	2	41
4476394	31	80
4476394	48	80
4476394	31	48
4476394	8	62
4481235	10	13
4481235	10	15
4483476	8	19
4483476	20	48
4483476	8	48
4483476	8	27
4483476	8	20
4483476	7	48
4488042	18	24
4522267	16	25
4522267	25	29
4533198	49	70
4533198	6	22
4533198	6	49
4533198	14	52
4533198	6	14
4533198	14	22
4533198	14	31
4533198	10	22
4568815	17	21
4573256	2	7
4573256	11	28
4573256	7	16
4651833	4	20
4651833	4	6
4651833	6	8
4668986	7	16
4687936	7	14
4687936	2	7
4716572	1	24
4716572	18	23
4716572	4	13
4716572	13	24
4716572	4	23
4723564	6	18
4723564	5	18
4770772	5	15
4770772	5	23
4872706	46	60
4872706	25	46
4872706	71	80
4976467	5	9
4976467	9	15
5083794	10	27
5083794	5	10
5083794	5	27
5100367	9	13
5153308	13	17
5178348	13	14
5211815	11	31
5266282	1	14
5283241	4	9
5375322	2	12
5554445	24	27
5554445	20	32
5554445	20	24
5554445	21	41
5554445	27	38
5597972	9	18
5652218	9	35
5652218	34	35
5652218	9	38
5652218	18	34
5902240	1	18
5961035	6	13
6266630	2	6
6305385	2	15
6383100	7	11
6383100	9	12
6383100	11	12
6383100	9	11
6418193	3	12
6418193	8	22
